id,de,en
FW_DEBUG_DIALOGUES_ATTRIBUTES_NEW_VALUE,Neuer Wert:,New value:
FW_DEBUG_DIALOGUES_ATTRIBUTES_ADD_KEY_VALUE,Schlüssel/Wert Paar hinzufügen,Add Key/Value Pair
FW_DEBUG_DIALOGUES_ATTRIBUTES_CONDITIONS,Bedingungen,Conditions
FW_DEBUG_DIALOGUES_PART_OPTIONS_TEXT,Text,Text
FW_DEBUG_DIALOGUES_PART_OPTIONS_INFO,Info,Info
FW_DEBUG_DIALOGUES_PART_OPTIONS_CHOICE,Auswahl,Choice
FW_DEBUG_DIALOGUES_PART_OPTIONS_ONE_TIME,Einmalig,One Time
FW_DEBUG_DIALOGUES_PART_OPTIONS_READY,Bereit,Ready
FW_DEBUG_DIALOGUES_KEY,Dialog-Schlüssel,Dialogue-Key
FW_DEBUG_PROPERTIES,Eigenschaften,Properties
FW_DEBUG_METHODS,Methoden,Methods
FW_DEBUG_KEY_IN_USE,Dieser Schlüssel ist bereits in Verwendung.,This key is already in use.
FW_DEBUG_NEW_KEY,Neuer Schlüssel,New Key
FW_DEBUG_EXPRESSION,Expression:,Expression:
FW_DEBUG_EXPRESSION_INSTANCE,Instanz:,Instance:
FW_DEBUG_EXPRESSION_COMP,Komponente:,Component:
FW_DEBUG_EXPRESSION_EXECUTE,Expression Ausführen,Execute Expression
FW_DEBUG_EXPRESSION_ATTRIBUTES,Methoden/Eigenschaften,Methods/Properties
FW_DEBUG_EXPRESSION_NO_INSTANCE,Keine Instanz Gefunden!,No Instance Found!
FW_DEBUG_EXPRESSION_EXECUTE_FAILED,Ausführung Fehlgeschlagen!,Execution Failed!
FW_DEBUG_EXPRESSION_SUCCESS,Erfolg,Success
FW_DEBUG_STATER_INPUT_NAMES,Variablen-Namen:,Variable-Names:
FW_DEBUG_STATER_CONDITIONS,Bedingungen,Conditions
FW_DEBUG_STATER_ACTIONS,Aktionen,Actions
FW_DEBUG_CUTSCENES_COMMANDS_LIST_MOVEMENT,Bewegung,Movement
FW_DEBUG_CUTSCENES_COMMANDS_LIST_CAMERA,Kamera,Camera
FW_DEBUG_CUTSCENES_COMMANDS_LIST_FLOW_CONTROL,Ablaufsteuerung,Flow Control
FW_DEBUG_CUTSCENES_COMMANDS_LIST_TIMING,Timing,Timing
FW_DEBUG_CUTSCENES_COMMANDS_LIST_ITEMS,Items,Items
FW_DEBUG_CUTSCENES_COMMANDS_LIST_AUDIO,Audio,Audio
FW_DEBUG_CUTSCENES_COMMANDS_LIST_MISC,Sonstiges,Misc
FW_DEBUG_CUTSCENES_COMMANDS_SET_MOVE_ROUTE,Bewegungsroute Setzen,Set Move Route
FW_DEBUG_CUTSCENES_COMMANDS_SET_AVOIDANCE,Vermeidung Setzen,Set Avoidance
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_DIR,Richtung Ändern,Change Direction
FW_DEBUG_CUTSCENES_COMMANDS_TWEEN,Tween,Tween
FW_DEBUG_CUTSCENES_COMMANDS_PLAY_ANIM,Animation Abspielen,Play Animation
FW_DEBUG_CUTSCENES_COMMANDS_TELEPORT_OBJECT,Objekt Teleportieren,Teleport Object
FW_DEBUG_CUTSCENES_COMMANDS_JUMP,Springen,Jump
FW_DEBUG_CUTSCENES_COMMANDS_MOVE_FREE_CAMERA,Freie Kamera Bewegen,Move Free Camera
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_CAMERA,Kamera Ändern,Change Camera
FW_DEBUG_CUTSCENES_COMMANDS_COND_BRANCH,Bedingte Verzweigung,Conditional Branch
FW_DEBUG_CUTSCENES_COMMANDS_MATCH,Match,Match
FW_DEBUG_CUTSCENES_COMMANDS_LOOP,Schleife,Loop
FW_DEBUG_CUTSCENES_COMMANDS_SUB_PROCESS,Sub-Prozess,Sub Process
FW_DEBUG_CUTSCENES_COMMANDS_WAIT_FOR_SUB_PROCESS,Auf Sub-Prozess Warten,Wait For Sub Process
FW_DEBUG_CUTSCENES_COMMANDS_EXIT_CUTSCENE,Cutscene Beenden,Exit Cutscene
FW_DEBUG_CUTSCENES_COMMANDS_WAIT,Warten,Wait
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_ITEM_AMOUNT,Item Anzahl Ändern,Change Item Amount
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_EQUIPABLE,Ausrüstbares Ändern,Change Equipable
FW_DEBUG_CUTSCENES_COMMANDS_PLAY_AUDIO,Audio Abspielen,Play Audio
FW_DEBUG_CUTSCENES_COMMANDS_SCRIPT,Skript,Script
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_STATE,Zustand Ändern,Change State
FW_DEBUG_CUTSCENES_COMMANDS_SHOW_DIALOGUE,Dialog Anzeigen,Show Dialogue
FW_DEBUG_CUTSCENES_COMMANDS_SHOW_POPUP,Popup Anzeigen,Show Popup
FW_DEBUG_CUTSCENES_COMMANDS_SHOW_OVERLAY,Overlay Anzeigen,Show Overlay
FW_DEBUG_CUTSCENES_COMMANDS_TELEPORT,Teleportieren,Teleport
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_VISIBILITY,Sichtbarkeit Ändern,Change Visibility
FW_DEBUG_CUTSCENES_COMMANDS_COMMENT,Kommentar,Comment
FW_DEBUG_CUTSCENES_COMMANDS_DEFAULT_OBJECT_KEY,Standard Objekt-Schlüssel,Default Object Key
FW_DEBUG_CUTSCENES_COMMANDS_DISABLE_OBJECT,Objekt Deaktivieren,Disable Object
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_CUTSCENE_ARGS,Cutscene Args Ändern,Change Cutscene Args
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_DIALOGUE_ARGS,Dialog Args Ändern,Change Dialogue Args
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_CUTSCENE_ARGS_IDX,Cutscene Args Idx Ändern,Change Cutscene Args Idx
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_DIALOGUE_ARGS_IDX,Dialog Args Idx Ändern,Change Dialogue Args Idx
FW_DEBUG_CUTSCENES_COMMANDS_CHANGE_COINS_AMOUNT,Anzahl Münzen Ändern,Change Coins Amount
FW_DEBUG_CUTSCENES_GRID_STEP,Schritt,Step
FW_DEBUG_CUTSCENES_GRID_OFFSET,Versatz,Offset
FW_DEBUG_CUTSCENES_PROCESS_TYPE,Prozess-Typ,Process Type
FW_DEBUG_CUTSCENES_PROCESS_TYPE_MAIN,Main,Main
FW_DEBUG_CUTSCENES_PROCESS_TYPE_SUB,Sub,Sub
FW_DEBUG_CUTSCENES_PROCESS_TYPE_MANUAL,Manuell,Manual
FW_DEBUG_CUTSCENES_KEY_TYPE,Schlüssel-Typ,Key Type
FW_DEBUG_CUTSCENES_KEY_TYPE_MAP,Karte,Map
FW_DEBUG_CUTSCENES_KEY_TYPE_GLOBAL,Global,Global
FW_DEBUG_CUTSCENES_FADE_OUT,Ausblenden,Fade Out
FW_DEBUG_CUTSCENES_CHARACTER,Charakter,Character
FW_DEBUG_CUTSCENES_OBJECT,Objekt,Object
FW_DEBUG_CUTSCENES_START_OBJECT,Start-Objekt,Start-Object
FW_DEBUG_CUTSCENES_END_OBJECT,End-Objekt,End-Object
FW_DEBUG_CUTSCENES_CHAPTER,Kapitel,Chapter
FW_DEBUG_CUTSCENES_LOCATION,Ort,Location
FW_DEBUG_CUTSCENES_CHANGE_CAMERA,Kamera Ändern,Change Camera
FW_DEBUG_CUTSCENES_STATE,Zustand,State
FW_DEBUG_CUTSCENES_SPEED,Geschwindigkeit,Speed
FW_DEBUG_CUTSCENES_WAIT_FINISH,Bis Ende warten,Wait till finish
FW_DEBUG_CUTSCENES_TYPE,Typ,Type
FW_DEBUG_CUTSCENES_TYPE_FIXED_DIR,Feste Richtung,Fixed Direction
FW_DEBUG_CUTSCENES_TYPE_LOOK_AT,Angucken,Look At
FW_DEBUG_CUTSCENES_TYPE_LOOK_AWAY,Weggucken,Look Away
FW_DEBUG_CUTSCENES_TYPE_LOOK_DEGREES,Um Grad Drehen,Turn By Degrees
FW_DEBUG_CUTSCENES_TYPE_MOVE_ROUTE,Bewegungsroute,Move Route
FW_DEBUG_CUTSCENES_TYPE_OBJECT_TO_OBJECT,Objekt zu Objekt,Object To Object
FW_DEBUG_CUTSCENES_TYPE_OBJECT_TO_POINT,Objekt zu Punkt,Object To Point
FW_DEBUG_CUTSCENES_TYPE_STATIC,Statisch,Static
FW_DEBUG_CUTSCENES_TYPE_OBJECT,Objekt,Object
FW_DEBUG_CUTSCENES_TYPE_POINT,Punkt,Point
FW_DEBUG_CUTSCENES_TYPE_EXCLAMATION,Ausruf,Exclamation
FW_DEBUG_CUTSCENES_TYPE_QUESTION,Frage,Question
FW_DEBUG_CUTSCENES_TYPE_SPEECH,Sprache,Speech
FW_DEBUG_CUTSCENES_TYPE_MAP,Karte,Map
FW_DEBUG_CUTSCENES_TYPE_BATTLE,Kampf,Battle
FW_DEBUG_CUTSCENES_TYPE_EQUIP,Ausrüsten,Equip
FW_DEBUG_CUTSCENES_TYPE_UNEQUIP,Ablegen,Unequip
FW_DEBUG_CUTSCENES_TYPE_SET,Setzen,Set
FW_DEBUG_CUTSCENES_TYPE_INCREASE,Erhöhen,Increase
FW_DEBUG_CUTSCENES_TYPE_DECREASE,Verringern,Decrease
FW_DEBUG_CUTSCENES_TRANS_TYPE,Übergangs-Typ,Transition Type
FW_DEBUG_CUTSCENES_TRANS_TYPE_LINEAR,Linear,Linear
FW_DEBUG_CUTSCENES_TRANS_TYPE_SINE,Sinus,Sine
FW_DEBUG_CUTSCENES_TRANS_TYPE_QUINT,Quint,Quint
FW_DEBUG_CUTSCENES_TRANS_TYPE_QUART,Quart,Quart
FW_DEBUG_CUTSCENES_TRANS_TYPE_QUAD,Quad,Quad
FW_DEBUG_CUTSCENES_TRANS_TYPE_EXPO,Expo,Expo
FW_DEBUG_CUTSCENES_TRANS_TYPE_ELASTIC,Elastisch,Elastic
FW_DEBUG_CUTSCENES_TRANS_TYPE_CUBIC,Kubisch,Cubic
FW_DEBUG_CUTSCENES_TRANS_TYPE_CIRC,Circ,Circ
FW_DEBUG_CUTSCENES_TRANS_TYPE_BOUNCE,Bounce,Bounce
FW_DEBUG_CUTSCENES_TRANS_TYPE_BACK,Back,Back
FW_DEBUG_CUTSCENES_EASE_TYPE,Ease-Typ,Ease Type
FW_DEBUG_CUTSCENES_EASE_TYPE_IN,In,In
FW_DEBUG_CUTSCENES_EASE_TYPE_OUT,Out,Out
FW_DEBUG_CUTSCENES_EASE_TYPE_IN_OUT,In-Out,In-Out
FW_DEBUG_CUTSCENES_EASE_TYPE_OUT_IN,Out-In,Out-In
FW_DEBUG_CUTSCENES_DIR,Richtung,Direction
FW_DEBUG_CUTSCENES_DIR_DOWN,Unten,Down
FW_DEBUG_CUTSCENES_DIR_LEFT,Links,Left
FW_DEBUG_CUTSCENES_DIR_RIGHT,Rechts,Right
FW_DEBUG_CUTSCENES_DIR_UP,Oben,Up
FW_DEBUG_CUTSCENES_INTERPOLATE,Interpolieren,Interpolate
FW_DEBUG_CUTSCENES_POINT,Punkt,Point
FW_DEBUG_CUTSCENES_DEGREES,Grad,Degrees
FW_DEBUG_CUTSCENES_DEGREES_90,90°,90°
FW_DEBUG_CUTSCENES_DEGREES_180,180°,180°
FW_DEBUG_CUTSCENES_DEGREES_270,270°,270°
FW_DEBUG_CUTSCENES_KEEP_DIR,Richtung beibehalten,Keep Direction
FW_DEBUG_CUTSCENES_BACKWARDS,Rückwärts,Backwards
FW_DEBUG_CUTSCENES_ANIM,Animation,Animation
FW_DEBUG_CUTSCENES_ELSE_BRANCH,Else-Verzweigung,Else-Branch
FW_DEBUG_CUTSCENES_AMOUNT,Anzahl,Amount
FW_DEBUG_CUTSCENES_IF,Wenn,If
FW_DEBUG_CUTSCENES_ELSE,Ansonsten,Else
FW_DEBUG_CUTSCENES_END,Ende,End
FW_DEBUG_CUTSCENES_BRANCHES,Verzweigungen,Branches
FW_DEBUG_CUTSCENES_ITEMS,Items,Items
FW_DEBUG_CUTSCENES_SCRIPT,Script,Script
FW_DEBUG_CUTSCENES_MATCH,Match,Match
FW_DEBUG_CUTSCENES_FOR,For,For
FW_DEBUG_CUTSCENES_WHILE,While,While
FW_DEBUG_CUTSCENES_IDX,Index,Index
FW_DEBUG_CUTSCENES_ID,ID,ID
FW_DEBUG_CUTSCENES_START,Start,Start
FW_DEBUG_CUTSCENES_STEP,Schritt,Step
FW_DEBUG_CUTSCENES_BACKGROUND_COLOR,Hintergrundfarbe,Background Color
FW_DEBUG_CUTSCENES_TRANS,Übergang,Transition
FW_DEBUG_CUTSCENES_MASK,Maske,Mask
FW_DEBUG_CUTSCENES_VISIBLE,Sichtbar,Visible
FW_DEBUG_CUTSCENES_AUDIO,Audio,Audio
FW_DEBUG_CUTSCENES_AUDIO_TYPE,Audio-Typ,Audio Type
FW_DEBUG_CUTSCENES_AUDIO_TYPE_BGM,BGM,BGM
FW_DEBUG_CUTSCENES_AUDIO_TYPE_SFX,SFX,SFX
FW_DEBUG_CUTSCENES_AUDIO_TYPE_BGS,BGS,BGS
FW_DEBUG_CUTSCENES_VOLUME,Lautstärke,Volume
FW_DEBUG_CUTSCENES_PITCH,Tonhöhe,Pitch
FW_DEBUG_CUTSCENES_MAX_DISTANCE,Maximale Distanz,Maximum Distance
FW_DEBUG_CUTSCENES_ATTENUATION,Dämpfung,Attenuation
FW_DEBUG_CUTSCENES_COMP,Komponente,Component
FW_DEBUG_CUTSCENES_PROPERTY,Eigenschaft,Property
FW_DEBUG_CUTSCENES_VALUE,Wert,Value
FW_DEBUG_CUTSCENES_START_VALUE,Start-Wert,Start Value
FW_DEBUG_CUTSCENES_END_VALUE,End-Wert,End Value
FW_DEBUG_CUTSCENES_START_IDX,Start-Idx,Start Idx
FW_DEBUG_CUTSCENES_END_IDX,End-Idx,End Idx
FW_DEBUG_CUTSCENES_LAYER,Ebene,Layer
FW_DEBUG_CUTSCENES_DURATION,Dauer,Duration
FW_DEBUG_CUTSCENES_TELEPORTATIONS,Teleportationen,Teleportations
FW_DEBUG_CUTSCENES_DESTINATIONS,Ziele,Destinations
FW_DEBUG_CUTSCENES_TROOP,Truppe,Troop
FW_DEBUG_CUTSCENES_HANDLE_LOST_BATTLE,Verlorenen Kampf Behandeln,Handle Lost Battle
FW_DEBUG_CUTSCENES_BATTLE_WON,Kampf Gewonnen,Battle Won
FW_DEBUG_CUTSCENES_BATTLE_LOST,Kampf Verloren,Battle Lost
FW_DEBUG_CUTSCENES_EQUIPABLE,Ausrüstbar,Equipable
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP,Ausrüstbar-Gruppe,Equipable Group
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP_HEAD,Kopf,Head
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP_TORSO,Torso,Torso
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP_LEGS,Beine,Legs
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP_FEET,Füße,Feet
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP_WEAPON,Waffe,Weapon
FW_DEBUG_CUTSCENES_EQUIPABLE_GROUP_SHIELD,Schild,Shield
FW_DEBUG_CUTSCENES_GAIN,Erhalten,Gain
FW_DEBUG_CUTSCENES_LOSE,Verlieren,Lose
FW_DEBUG_CUTSCENES_DISABLE,Deaktivieren,Disable
FW_DEBUG_CUTSCENES_ENABLE,Aktivieren,Enable
FW_DEBUG_CUTSCENES_CLEAR,Löschen,Clear
FW_DEBUG_CUTSCENES_ITEM_KEY,Item-Schlüssel,Item Key
FW_DEBUG_CUTSCENES_TIME,Zeit,Time
FW_DEBUG_CUTSCENES_AVOIDANCE,Vermeidung,Avoidance
FW_DEBUG_UPPER_LEFT,Oben links,Upper left
FW_DEBUG_UPPER_RIGHT,Oben rechts,Upper right
FW_DEBUG_LOWER_LEFT,Unten links,Lower left
FW_DEBUG_LOWER_RIGHT,Unten rechts,Lower right
FW_DEBUG_CHOICE_ADD,Auswahl hinzufügen:,Add choice:
FW_DEBUG_FIX_WARNINGS,Warnungen Beheben,Fix Warnings
FW_DEBUG_OLD_VALUE,Alter Wert:,Old Value:
FW_DEBUG_NEW_VALUE,Neuer Wert:,New Value:
FW_DEBUG_VALUE_EDIT_REMOVE_ITEM,Element Entfernen,Remove Item
FW_PROGRESS_PIN_NO_PINS,Noch nichts angepinnt...,Nothing pinned yet...
FW_PROGRESS_QUEST_TYPE_MAIN,Hauptquest,Main Quest
FW_PROGRESS_QUEST_TYPE_MAIN_SUB,Hauptquest,Main Quest
FW_PROGRESS_QUEST_TYPE_SIDE,Nebenquest,Side Quest
FW_PROGRESS_QUEST_TYPE_SIDE_SUB,Nebenquest,Side Quest
FW_PROGRESS_QUEST_INFO_REWARDS,Belohnungen,Rewards
FW_PROGRESS_QUEST_INFO_STATUS_START,Begonnen,Started
FW_PROGRESS_QUEST_INFO_STATUS_COMPLETED,Abgeschlossen,Completed
FW_PROGRESS_LOOT_INFO_HEADING,Loot erhalten!,Loot obtained!
FW_MINIGAMES_CONTROLS,Steuerung,Controls
FW_MINIGAMES_COUNTDOWN_3,3,3
FW_MINIGAMES_COUNTDOWN_2,2,2
FW_MINIGAMES_COUNTDOWN_1,1,1
FW_MINIGAMES_COUNTDOWN_GO,Los!,Go!
FW_NEW,Neu,New
FW_OK,Ok,Ok
FW_CANCEL,Abbrechen,Cancel
FW_YES,Ja,Yes
FW_NO,Nein,No
FW_SHOW,Zeigen,Show
FW_HIDE,Verstecken,Hide
FW_SAVE,Speichern,Save
FW_LOAD,Laden,Load
FW_LOAD_AUTOSAVE,Autosave Laden,Load Autosave
FW_LOADING,Laden,Loading
FW_BACK,Zurück,Back
FW_CLOSE,Schließen,Close
FW_DELETE,Löschen,Delete
FW_SELECT,Auswählen,Select
FW_PROCEED,Fortfahren,Proceed
FW_ADD,Hinzufügen,Add
FW_SEARCH,Suche,Search
FW_PREVIEW,Vorschau,Preview
FW_REPEAT,Wiederholen,Repeat
FW_CHOICES,Auswahlen,Choices
FW_WAIT,Warten,Wait
FW_NONE,Keine,None
FW_SECONDS,Sekunden,Seconds
FW_START,Beginnen,Start
FW_CREDITS,Credits,Credits
FW_QUIT,Beenden,Quit
FW_FULLSCREEN,Vollbild,Fullscreen
FW_THREEDOTS,...,...
FW_LVL,Lvl,Lvl
FW_EXP,EXP,EXP
FW_USE,Benutzen,Use
FW_PIN,Anpinnen,Pin
FW_PINNED,Angepinnt,Pinned
FW_CUSTOM,Benutzerdefiniert,Custom
FW_CONFIRM_DELETE_KEY,"Bist du sicher, dass du diesen Schlüssel löschen möchtest?",Are you sure you want to delete this key?
FW_CONFIRM_DELETE_PART,"Bist du sicher, dass du diesen Teil löschen möchtest?",Are you sure you want to delete this part?
FW_CONFIRM_DELETE_LOC_ID,"Bist du sicher, dass du diese Lokalisierungs-ID löschen möchtest?",Are you sure you want to delete this localization ID?
FW_CONFIRM_DELETE_CHOICE,"Bist du sicher, dass du diese Auswahl löschen möchtest?",Are you sure you want to delete this choice?
FW_CONFIRM_DELETE_CONDITION,"Bist du sicher, dass du diese Bedingung löschen möchtest?",Are you sure you want to delete this condition?
FW_CONFIRM_DELETE_ACTION,"Bist du sicher, dass du diese Aktion löschen möchtest?","Are you sure, you want to delete this action?"
FW_CONFIRM_DELETE_POINT,"Bist du sicher, dass du diesen Punkt löschen möchtest?",Are you sure you want to delete this point?
FW_CONFIRM_DELETE_COLOR,"Bist du sicher, dass du diese Farbe löschen möchtest?",Are you sure you want to delete this color?
FW_CONFIRM_DELETE_BRANCH,"Bist du sicher, dass du diese Verzweigung löschen möchtest?",Are you sure you want to delete this branch?
FW_SELECT_TYPE,Typ Auswählen,Select Type
FW_PREVIEW_ALL,Vorschau Alles,Preview All
FW_NEXT_LVL,Nächstes Lvl,Next Lvl
FW_SORT_BY,Sortieren nach:,Sort by:
FW_SORT_NAME_LOW,< Name,< Name
FW_SORT_NAME_HIGH,> Name,> Name
FW_SORT_KEY_LOW,< Schlüssel,< Key
FW_SORT_KEY_HIGH,> Schlüssel,> Key
FW_SORT_CREATED_LOW,< Erstellt,< Created
FW_SORT_CREATED_HIGH,> Erstellt,> Created
FW_SORT_DISCOVERY_LOW,< Entdeckung,< Discovery
FW_SORT_DISCOVERY_HIGH,> Entdeckung,> Discovery
FW_SORT_TYPE_LOW,< Typ,< Type
FW_SORT_TYPE_HIGH,> Typ,> Type
FW_SORT_DATE_LOW,< Datum,< Date
FW_SORT_DATE_HIGH,> Datum,> Date
FW_MAIN_MENU_INVENTORY,Inventar,Inventory
FW_MAIN_MENU_INVENTORY_GENERAL,Allgemein,General
FW_MAIN_MENU_INVENTORY_KEY,Wichtig,Key
FW_MAIN_MENU_JOURNAL,Tagebuch,Journal
FW_MAIN_MENU_JOURNAL_WRITE,Schreiben,Write
FW_MAIN_MENU_JOURNAL_READ,Lesen,Read
FW_MAIN_MENU_OPTIONS,Optionen,Options
FW_MAIN_MENU_PARTY,Team,Party
FW_MAIN_MENU_QUESTS,Quests,Quests
FW_MAIN_MENU_BACKTOTITLESCREEN,Zurück Zum Titelbildschirm,Back To Titlescreen
FW_MAIN_MENU_UNSAVEDWARNING,Bist du sicher?\nNicht gespeicherter Fortschritt geht verloren!,Are you sure?\nUnsaved Progress will be lost!
FW_WRITE_READ_PROCEEDWRITE,"Bist du sicher, dass du diesen Eintrag schreiben möchtest?",Are you sure you want to write this entry?
FW_WRITE_READ_PROCEEDREAD,"Bist du sicher, dass du diesen Eintrag lesen möchtest?",Are you sure you want to read this entry?
FW_OPTIONS_AUDIO,Audio,Audio
FW_OPTIONS_AUDIO_VOLUME_MASTER,Master Lautstärke,Master Volume
FW_OPTIONS_AUDIO_VOLUME_BGM,BGM Lautstärke,BGM Volume
FW_OPTIONS_AUDIO_VOLUME_BGS,BGS Lautstärke,BGS Volume
FW_OPTIONS_AUDIO_VOLUME_SFX,SFX Lautstärke,SFX Volume
FW_OPTIONS_VIDEO,Video,Video
FW_OPTIONS_VIDEO_VSYNC_MODE,VSync Modus,VSync Mode
FW_OPTIONS_VIDEO_VSYNC_MODE_DISABLED,Deaktiviert,Disabled
FW_OPTIONS_VIDEO_VSYNC_MODE_ENABLED,Aktiviert,Enabled
FW_OPTIONS_VIDEO_VSYNC_MODE_ADAPTIVE,Adaptiv,Adaptive
FW_OPTIONS_VIDEO_VSYNC_MODE_MAILBOX,Mailbox,Mailbox
FW_OPTIONS_VIDEO_WINDOW_SIZE,Fenstergröße,Window Size
FW_OPTIONS_VIDEO_WINDOW_MODE,Fenster Modus,Window Mode
FW_OPTIONS_GAMEPLAY,Gameplay,Gameplay
FW_OPTIONS_CONTROLS,Steuerung,Controls
FW_OPTIONS_CONTROLS_KEYBOARD_LAYOUT,Tastaturlayout,Keyboard Layout
FW_POS_TOP,Oben,Top
FW_POS_BOTTOM,Unten,Bottom
FW_POS_TOP_LEFT,Oben Links,Top Left
FW_POS_TOP_RIGHT,Oben Rechts,Top Right
FW_POS_BOTTOM_RIGHT,Unten Rechts,Bottom Right
FW_POS_BOTTOM_LEFT,Unten Links,Bottom Left
FW_POS_CENTER_LEFT,Zentrum Links,Center Left
FW_POS_CENTER_TOP,Zentrum Oben,Center Top
FW_POS_CENTER_RIGHT,Zentrum Rechts,Center Right
FW_POS_CENTER_BOTTOM,Zentrum Unten,Center Bottom
FW_POS_CENTER,Zentrum,Center
FW_POS_LEFT,Links,Left
FW_POS_RIGHT,Rechts,Right
FW_CONTEXT_MENU_OPTIONS_NEW_LEFT,Neu,New
FW_CONTEXT_MENU_OPTIONS_NEW_RIGHT,Zurück,Return
FW_CONTEXT_MENU_OPTIONS_EDIT_LEFT,Bearbeiten,Edit
FW_CONTEXT_MENU_OPTIONS_EDIT_RIGHT,Leertaste,Space
FW_CONTEXT_MENU_OPTIONS_CUT_LEFT,Ausschneiden,Cut
FW_CONTEXT_MENU_OPTIONS_CUT_RIGHT,Strg+X,Ctrl+X
FW_CONTEXT_MENU_OPTIONS_COPY_LEFT,Kopieren,Copy
FW_CONTEXT_MENU_OPTIONS_COPY_RIGHT,Strg+C,Ctrl+C
FW_CONTEXT_MENU_OPTIONS_PASTE_LEFT,Einfügen,Paste
FW_CONTEXT_MENU_OPTIONS_PASTE_RIGHT,Strg+V,Ctrl+V
FW_CONTEXT_MENU_OPTIONS_DELETE_LEFT,Löschen,Delete
FW_CONTEXT_MENU_OPTIONS_DELETE_RIGHT,Entf,Del
FW_CONTEXT_MENU_OPTIONS_SELECT_ALL_LEFT,Alles Auswählen,Select All
FW_CONTEXT_MENU_OPTIONS_SELECT_ALL_RIGHT,Strg+A,Ctrl+A
FW_CONTEXT_MENU_OPTIONS_TEST_LEFT,Testen,Test
FW_CONTEXT_MENU_OPTIONS_TEST_RIGHT,Strg+T,Ctrl+T
FW_CONTEXT_MENU_OPTIONS_SWAP_PROCESS_LEFT,Prozess wechseln,Swap Process
